gender,text
0,"BEAR BRAND should also do a Jose , Wally and Paolo tvc "
1,Exhausted  and I still have to go home to study  
0,Mansplainers will be blocked (and mocked)
1,It's only Monday and I already know it's bout to be a good weekend
1,in his interview he said he took a wider line in order to get better drive on to the straight and Marc dident have to keep
0,what is the rain chance 's for Friday? And will it be raining during the day let's say about 4?
0,I love how down to earth and nice is. She is so inspiring and dare I say magical..
1,I hate feelin jealous and or envious . But sometimes I can't control it .
0,"I've got internet, criminal and ELS prep to do by 9am and here I am lying in bed and scrolling through tumblr"
0,this city looks so pretty do you wanna burn it with me? til the skies bleed ashes and the fucking skyline crashes.
0,"In a ""lay on the couch, eat cereal and plan my future wedding on Pinterest"" kind of mood.  "
0,"jaebum it and I'll do the same for you, unless you enjoy being called blood boy."
0,Last night storms caused damage to the sail and bowsprit of Victor Fernandez' boat while it was docked at LB Harbor
0,Brain Dome Neck and Top! Watch the video @ Amateur BlackAndEbony Blowjobs DeepThroats Facials
1,"The Word of God Luke 13:18-21 Jesus said, ""What is the kingdom of God like? And to what should I compare..."
0,Can I just throw on a hockey jersey for Halloween and say I'm a hockey player because I really don't have the motivation to do anything else
1,years I have been with them and they do nothing to fix your subscription!
1,"Thing is we have no Tall Locks at the Sharks currently, and none that are of international standard."
1,GIZARA Getting A 2nd Wyfie and U still Single .
0,Since discovering my life has improved greatly. I'm happier than I've ever been n all I want is to hug them and tell them I love them
0,Tax junk food which is killing people every day and causing obesity problems in kids n cancer
1,"basically suing a bank because they said ""fuckyou mikey you ain't shit"" and i was like ""fuckyou MO"" "
1,Awendo CDF chairman says those dustbin each cost 10K and not 75K reported
1,"Let's Raise Hell In the Streets , Drink Beer And Get Into Trouble "
0,"""FerolinLeamae: macaspacxx: lepitennicell9: dallasxford: knxbluehearts: opao0608: JESUS IS THE WAY, THE TRUTH, AND THE LIFE PSYAhas Pu"
1,Bow down and your coffers will fill with wealth. SaasSaas
0,you said queens but I'm trying to find Amy And Lana
1,Shoutout to chem and world civ
0,"leanne yeh but he's known and he is talented, I get why it did that, any publicity is good publicity nowadays"
1,"StevenMJohnston: If you are at OOW15 or JavaOne and you are developing mobile apps, you need to register for g"
1,"Digital Marketing: Increase Customers, Sales, and Your Brand! digitalmarketing"
1,But the only difference between you and me is you're always a part of my words and I'm always a part of your silence.
1,I just saw nikko hes alive and kickin of anyones wondering.
0,"dead asssss, letting my uni brow grow in and everything"
1,Dreamfilm and chill
1,"Princess I see this and your retweets, is everything okay?"
1,about to clean and gts.
1,That was offensive and lame. A double offensive. Get out.
1,"If your car is making an annoying noise there is an easy solution! Just open your door, and push her out."
0,"Mine is a 12hh coblet and he is in a 5"" bit :) horsehour"
1,Tempted to get a really early train up and come home early and not drink (somehow)
1,Im single and in my mid-40s so seeing a girl naked for the first time is most important just to know her deal with pubes.
0,And I don't talk to nobody.
0,"Ok California... We get it. We have the best weather. But that's enough for now, go ahead and simmer tf down with all the heat."
0,HAPPY BIRTHDAY TO THE MOST WONDERFUL BEAUTIFUL KINDEST GIRL IN THE WORLD! I LOVE YOU SO MUCH AND YOU ALWAYS MAKE ME SO HAPPY
0,Going to be me and you Friday night serb soberOctober
0,4:23am and I'm still awake. Good morning!
1,"You forgot to add murder, liar and cheat."
0,Louis and Niall try the Irish Accents .   OTRANewcastle2 (10.26.15) New
0,when your brother is a skilled writer and says your personal statement is *his* level good lol winning    
1,aiDEN IS COMING TO THE NETHERLANDS THIS CHRISTMAS AND IT WILL BE HIS FIRST SINTERKLAAS IM CRYKFN
0,Watch: Beyonc and Nicki Minaj Ice Grill Each Other During Rehearsals [Video]
1,"PNAS ""Science for a wilder Anthropocene: Synthesis and future directions for trophic rewilding research"""
1,huge [and no doubt deliberate] fail by telecom companies that we can't see caller numbers of cold callers and use blocking dispatches
1,Garrett Kuppelmeyer is trying to get another band for a gig tonight at Stella Blues is anyone down to link up and...
0,Also when tf will I get my thumb outta my ass and film a video? cowdamnit it ain't that hard
0,between like Otto and the hacker guy and the blond hacker guy and the russians and the journalist and jonas
1,6-0'd Jacq and then he dashboards lool
1,FootballPlayersInPublic  everyone go ch cknout new video !!!   subscribe and like    
1,3:58 boarding time on Excuses airline. Where wasting your time and wrecking your connection
0,I Just Voted for for ArtistOfTheYear Go Here and Vote for your favorite! 4 AMAs JustinBieber
1,These 6 apps are free and are amazing...
1,"very true, I can also attest for it being harder to remember the snap count when you're young and thinking a lot..."
1,"Reverbnation Get 10,000 video plays, song plays and views! increase chart position! in as little as 2 days!"
0,"I want to get lost in your rock and roll and drift away. You helped me along, you're making me"
0,Because the topic was immigrants running for office. I'm for it but he said it's not in the Constitution and if i don't like it
1,he's gone now and we are where we are
1,why does pitchfork only like music by grimes and sky
0,WTF I WAS ON THE VERGE OF SNEEZIBG LIKE LITERALLY 0.00000000000000002344 NANO SECONDS AWAY AND I JUST STOPPED SUDDENLY
0,yes our eldest's friends are all starting to turn 18 and alcohol availability and consumption increasing     
0,My grandma's nickname for me is boobies and I've never understood why....
1,"There you go, . And it's purple, too!! "
0,Well being stuck at home sick def makes you think a lot about life changes and things that need to change for the better LifeIsStrange
0,"  L.A.KITTY Pink, Black and Blue Plaids&amp;Checks Sweatshirt M"
0,"See, this is why you're my fav and why you should be on ""The Five"" every day. Or just get your own show. I'm not picky."
1,Big data and medicine. ANES2015
1,When u want something so badly that everything else fades away and that one thing is your entire world... You know you will succeed
0,"Martin Luther King taught us a lot of lessons about equality, love and standing up for what you believe in...."
0,"as the full moon rises I can sense a lurking danger. My wifi, it's turned into a monster and is off eating people! C'moon I want to youtube"
1,diamonds and denim.
1,Focus on being productive and not busy.
1,You don't know how dumb and dog shit SnD kids are until you play with them.
1,Seat Would either team consider something around Sale-Arenado&amp;Cargo? And could Quintana&amp;Prospects get Arenado?
0,ily lots and imy lots I know it's only been like 2 weeks but come visit again
0,and I'll spend that money without a problem. No animal is worth giving up on.
1,"""Spectre"" world premiere: Daniel Craig and his co-stars certainly looked like special agents in their sophisti..."
0,I remember this Day when People hate my Dreams but Justin followed me all People envied me and congrats me i love You so much
1,"GreetingsTwitterPlease help me to get my book exposed to 10,000 Men as it is changing lives and making a difference"
0,I'm telling Rupurt that Lil is becoming a bitch and he should get her in check or they need to break up
1,Cramping left and right
1,How do people be smooth??? Like I am so not smooth once a boy called me hot and I told him he wasn't a cold sandwich Send aid
1,I swear to god this Broccoli and Cheese working together like Drake and Future   
